model,factor,mult,cost,beta,reward,clicks
Optimal,1//2,1,0.0060901782076510595,9.999999999999998,8.3376,13.65339
Optimal,1//2,1,0.0060901782076510595,21.544346900318835,8.35416,13.66783
Optimal,1//2,1,0.0060901782076510595,46.415888336127786,8.35032,13.38615
Optimal,1//2,1,0.0060901782076510595,100.00000000000004,8.34234,12.61297
Optimal,1//3,1,0.0060901782076510595,0.10000000000000002,12.89634,6.29283
Optimal,1//3,1,0.0060901782076510595,0.21544346900318845,14.46091,7.79392
Optimal,1//3,1,0.0060901782076510595,0.464158883361278,15.37079,9.48246
Optimal,1//3,1,0.0060901782076510595,1.0,15.90557,11.20353
Optimal,1//3,1,0.0060901782076510595,2.154434690031884,16.20795,12.56242
Optimal,1//3,1,0.0060901782076510595,4.641588833612779,16.32821,13.30331
Optimal,1//3,1,0.0060901782076510595,9.999999999999998,16.34084,13.56357
Optimal,1//3,1,0.0060901782076510595,21.544346900318835,16.37048,13.5591
Optimal,1//3,1,0.0060901782076510595,46.415888336127786,16.40018,13.23952
Optimal,1//3,1,0.0060901782076510595,100.00000000000004,16.352,12.42539
Optimal,2//1,1,0.0060901782076510595,0.10000000000000002,4.75691,6.64139
Optimal,2//1,1,0.0060901782076510595,0.21544346900318845,6.61054,9.11326
Optimal,2//1,1,0.0060901782076510595,0.464158883361278,8.44313,11.66316
Optimal,2//1,1,0.0060901782076510595,1.0,9.21966,12.96637
Optimal,2//1,1,0.0060901782076510595,2.154434690031884,9.46164,13.68589
Optimal,2//1,1,0.0060901782076510595,4.641588833612779,9.55839,14.12934
Optimal,2//1,1,0.0060901782076510595,9.999999999999998,9.57085,14.36383
Optimal,2//1,1,0.0060901782076510595,21.544346900318835,9.59234,14.42191
Optimal,2//1,1,0.0060901782076510595,46.415888336127786,9.58683,14.30525
Optimal,2//1,1,0.0060901782076510595,100.00000000000004,9.58567,13.9044
Optimal,3//1,1,0.0060901782076510595,0.10000000000000002,13.33031,9.04264
Optimal,3//1,1,0.0060901782076510595,0.21544346900318845,17.26129,11.48575
Optimal,3//1,1,0.0060901782076510595,0.464158883361278,18.75634,12.75732
Optimal,3//1,1,0.0060901782076510595,1.0,19.24154,13.50095
Optimal,3//1,1,0.0060901782076510595,2.154434690031884,19.44577,13.99935
Optimal,3//1,1,0.0060901782076510595,4.641588833612779,19.51265,14.29488
Optimal,3//1,1,0.0060901782076510595,9.999999999999998,19.5479,14.47365
Optimal,3//1,1,0.0060901782076510595,21.544346900318835,19.54233,14.51361
Optimal,3//1,1,0.0060901782076510595,46.415888336127786,19.52511,14.41151
Optimal,3//1,1,0.0060901782076510595,100.00000000000004,19.55017,14.03373
Optimal,1//2,1,0.006637328831200567,0.10000000000000002,5.46325,5.44571
Optimal,1//2,1,0.006637328831200567,0.21544346900318845,6.28345,6.81122
Optimal,1//2,1,0.006637328831200567,0.464158883361278,7.19746,8.80887
Optimal,1//2,1,0.006637328831200567,1.0,7.8256,10.89327
Optimal,1//2,1,0.006637328831200567,2.154434690031884,8.1457,12.524
Optimal,1//2,1,0.006637328831200567,4.641588833612779,8.29919,13.31241
Optimal,1//2,1,0.006637328831200567,9.999999999999998,8.32975,13.63546
Optimal,1//2,1,0.006637328831200567,21.544346900318835,8.34379,13.64251
Optimal,1//2,1,0.006637328831200567,46.415888336127786,8.3312,13.34184
Optimal,1//2,1,0.006637328831200567,100.00000000000004,8.36314,12.49025
Optimal,1//3,1,0.006637328831200567,0.10000000000000002,12.86999,6.21309
Optimal,1//3,1,0.006637328831200567,0.21544346900318845,14.4436,7.7816
Optimal,1//3,1,0.006637328831200567,0.464158883361278,15.41638,9.46013
Optimal,1//3,1,0.006637328831200567,1.0,15.8771,11.17291
Optimal,1//3,1,0.006637328831200567,2.154434690031884,16.2036,12.54927
Optimal,1//3,1,0.006637328831200567,4.641588833612779,16.33806,13.29234
Optimal,1//3,1,0.006637328831200567,9.999999999999998,16.37735,13.54949
Optimal,1//3,1,0.006637328831200567,21.544346900318835,16.38992,13.52847
Optimal,1//3,1,0.006637328831200567,46.415888336127786,16.38077,13.18791
Optimal,1//3,1,0.006637328831200567,100.00000000000004,16.36361,12.27903
Optimal,2//1,1,0.006637328831200567,0.10000000000000002,4.76574,6.6412
Optimal,2//1,1,0.006637328831200567,0.21544346900318845,6.61605,9.13863
Optimal,2//1,1,0.006637328831200567,0.464158883361278,8.46054,11.6775
Optimal,2//1,1,0.006637328831200567,1.0,9.20838,12.98915
Optimal,2//1,1,0.006637328831200567,2.154434690031884,9.4563,13.69711
Optimal,2//1,1,0.006637328831200567,4.641588833612779,9.54407,14.1265
Optimal,2//1,1,0.006637328831200567,9.999999999999998,9.5864,14.341
Optimal,2//1,1,0.006637328831200567,21.544346900318835,9.57667,14.42072
Optimal,2//1,1,0.006637328831200567,46.415888336127786,9.57833,14.27754
Optimal,2//1,1,0.006637328831200567,100.00000000000004,9.5709,13.85244
Optimal,3//1,1,0.006637328831200567,0.10000000000000002,13.36412,9.06382
Optimal,3//1,1,0.006637328831200567,0.21544346900318845,17.26941,11.49487
Optimal,3//1,1,0.006637328831200567,0.464158883361278,18.72428,12.7374
Optimal,3//1,1,0.006637328831200567,1.0,19.23021,13.51585
Optimal,3//1,1,0.006637328831200567,2.154434690031884,19.47478,13.96958
Optimal,3//1,1,0.006637328831200567,4.641588833612779,19.50538,14.28339
Optimal,3//1,1,0.006637328831200567,9.999999999999998,19.52794,14.46899
Optimal,3//1,1,0.006637328831200567,21.544346900318835,19.51652,14.51123
Optimal,3//1,1,0.006637328831200567,46.415888336127786,19.52192,14.3739
Optimal,3//1,1,0.006637328831200567,100.00000000000004,19.49723,13.98776
Optimal,1//2,1,0.007233636276544642,0.10000000000000002,5.44588,5.4414
Optimal,1//2,1,0.007233636276544642,0.21544346900318845,6.30147,6.8347
Optimal,1//2,1,0.007233636276544642,0.464158883361278,7.19905,8.79042
Optimal,1//2,1,0.007233636276544642,1.0,7.82679,10.9137
Optimal,1//2,1,0.007233636276544642,2.154434690031884,8.17973,12.49438
Optimal,1//2,1,0.007233636276544642,4.641588833612779,8.31142,13.31797
Optimal,1//2,1,0.007233636276544642,9.999999999999998,8.34077,13.62098
Optimal,1//2,1,0.007233636276544642,21.544346900318835,8.34379,13.62258
Optimal,1//2,1,0.007233636276544642,46.415888336127786,8.35132,13.26793
Optimal,1//2,1,0.007233636276544642,100.00000000000004,8.343,12.32827
Optimal,1//3,1,0.007233636276544642,0.10000000000000002,12.88588,6.24919
Optimal,1//3,1,0.007233636276544642,0.21544346900318845,14.44811,7.7925
Optimal,1//3,1,0.007233636276544642,0.464158883361278,15.39833,9.46528
Optimal,1//3,1,0.007233636276544642,1.0,15.98411,11.14445
Optimal,1//3,1,0.007233636276544642,2.154434690031884,16.2382,12.53446
Optimal,1//3,1,0.007233636276544642,4.641588833612779,16.33314,13.28729
Optimal,1//3,1,0.007233636276544642,9.999999999999998,16.37647,13.53662
Optimal,1//3,1,0.007233636276544642,21.544346900318835,16.38845,13.50011
Optimal,1//3,1,0.007233636276544642,46.415888336127786,16.3656,13.1154
Optimal,1//3,1,0.007233636276544642,100.00000000000004,16.41328,12.13505
Optimal,2//1,1,0.007233636276544642,0.10000000000000002,4.74629,6.63867
Optimal,2//1,1,0.007233636276544642,0.21544346900318845,6.60979,9.11977
Optimal,2//1,1,0.007233636276544642,0.464158883361278,8.43796,11.67157
Optimal,2//1,1,0.007233636276544642,1.0,9.21882,12.96711
Optimal,2//1,1,0.007233636276544642,2.154434690031884,9.44819,13.69417
Optimal,2//1,1,0.007233636276544642,4.641588833612779,9.55582,14.11278
Optimal,2//1,1,0.007233636276544642,9.999999999999998,9.594,14.33149
Optimal,2//1,1,0.007233636276544642,21.544346900318835,9.58281,14.39204
Optimal,2//1,1,0.007233636276544642,46.415888336127786,9.59546,14.24276
Optimal,2//1,1,0.007233636276544642,100.00000000000004,9.575,13.76174
Optimal,3//1,1,0.007233636276544642,0.10000000000000002,13.37743,9.03924
Optimal,3//1,1,0.007233636276544642,0.21544346900318845,17.28485,11.51438
Optimal,3//1,1,0.007233636276544642,0.464158883361278,18.71556,12.75526
Optimal,3//1,1,0.007233636276544642,1.0,19.25283,13.51057
Optimal,3//1,1,0.007233636276544642,2.154434690031884,19.4239,13.99405
Optimal,3//1,1,0.007233636276544642,4.641588833612779,19.4945,14.29215
Optimal,3//1,1,0.007233636276544642,9.999999999999998,19.53666,14.45995
Optimal,3//1,1,0.007233636276544642,21.544346900318835,19.47964,14.49166
Optimal,3//1,1,0.007233636276544642,46.415888336127786,19.50559,14.34904
Optimal,3//1,1,0.007233636276544642,100.00000000000004,19.52592,13.89386
Optimal,1//2,1,0.007883516865304674,0.10000000000000002,5.4561,5.44471
Optimal,1//2,1,0.007883516865304674,0.21544346900318845,6.27939,6.81511
Optimal,1//2,1,0.007883516865304674,0.464158883361278,7.20642,8.82261
Optimal,1//2,1,0.007883516865304674,1.0,7.80487,10.89129
Optimal,1//2,1,0.007883516865304674,2.154434690031884,8.17252,12.48721
Optimal,1//2,1,0.007883516865304674,4.641588833612779,8.27558,13.30199
Optimal,1//2,1,0.007883516865304674,9.999999999999998,8.30893,13.62252
Optimal,1//2,1,0.007883516865304674,21.544346900318835,8.32868,13.59174
Optimal,1//2,1,0.007883516865304674,46.415888336127786,8.3757,13.17893
Optimal,1//2,1,0.007883516865304674,100.00000000000004,8.35465,12.16608
Optimal,1//3,1,0.007883516865304674,0.10000000000000002,12.88564,6.26016
Optimal,1//3,1,0.007883516865304674,0.21544346900318845,14.48327,7.77487
Optimal,1//3,1,0.007883516865304674,0.464158883361278,15.42297,9.45968
Optimal,1//3,1,0.007883516865304674,1.0,15.90825,11.14558
Optimal,1//3,1,0.007883516865304674,2.154434690031884,16.21577,12.54084
Optimal,1//3,1,0.007883516865304674,4.641588833612779,16.33178,13.25539
Optimal,1//3,1,0.007883516865304674,9.999999999999998,16.36228,13.53145
Optimal,1//3,1,0.007883516865304674,21.544346900318835,16.37697,13.47641
Optimal,1//3,1,0.007883516865304674,46.415888336127786,16.36544,13.04097
Optimal,1//3,1,0.007883516865304674,100.00000000000004,16.3742,11.96107
Optimal,2//1,1,0.007883516865304674,0.10000000000000002,4.74464,6.64103
Optimal,2//1,1,0.007883516865304674,0.21544346900318845,6.60298,9.10892
Optimal,2//1,1,0.007883516865304674,0.464158883361278,8.45202,11.65428
Optimal,2//1,1,0.007883516865304674,1.0,9.20316,12.98738
Optimal,2//1,1,0.007883516865304674,2.154434690031884,9.45769,13.67462
Optimal,2//1,1,0.007883516865304674,4.641588833612779,9.54589,14.11263
Optimal,2//1,1,0.007883516865304674,9.999999999999998,9.57826,14.33423
Optimal,2//1,1,0.007883516865304674,21.544346900318835,9.59525,14.36959
Optimal,2//1,1,0.007883516865304674,46.415888336127786,9.58351,14.19721
Optimal,2//1,1,0.007883516865304674,100.00000000000004,9.57277,13.66822
Optimal,3//1,1,0.007883516865304674,0.10000000000000002,13.37855,9.05399
Optimal,3//1,1,0.007883516865304674,0.21544346900318845,17.27455,11.49215
Optimal,3//1,1,0.007883516865304674,0.464158883361278,18.72177,12.74209
Optimal,3//1,1,0.007883516865304674,1.0,19.23965,13.50438
Optimal,3//1,1,0.007883516865304674,2.154434690031884,19.42529,13.98338
Optimal,3//1,1,0.007883516865304674,4.641588833612779,19.51079,14.27792
Optimal,3//1,1,0.007883516865304674,9.999999999999998,19.53516,14.46215
Optimal,3//1,1,0.007883516865304674,21.544346900318835,19.53649,14.47949
Optimal,3//1,1,0.007883516865304674,46.415888336127786,19.52788,14.29168
Optimal,3//1,1,0.007883516865304674,100.00000000000004,19.53269,13.82095
Optimal,1//2,1,0.008591783687972608,0.10000000000000002,5.46037,5.45642
Optimal,1//2,1,0.008591783687972608,0.21544346900318845,6.303,6.81329
Optimal,1//2,1,0.008591783687972608,0.464158883361278,7.20744,8.79405
Optimal,1//2,1,0.008591783687972608,1.0,7.816,10.90029
Optimal,1//2,1,0.008591783687972608,2.154434690031884,8.16743,12.49386
Optimal,1//2,1,0.008591783687972608,4.641588833612779,8.28229,13.29904
Optimal,1//2,1,0.008591783687972608,9.999999999999998,8.3384,13.60291
Optimal,1//2,1,0.008591783687972608,21.544346900318835,8.33234,13.5531
Optimal,1//2,1,0.008591783687972608,46.415888336127786,8.3392,13.10738
Optimal,1//2,1,0.008591783687972608,100.00000000000004,8.34849,11.97305
Optimal,1//3,1,0.008591783687972608,0.10000000000000002,12.85636,6.25974
Optimal,1//3,1,0.008591783687972608,0.21544346900318845,14.41887,7.80021
Optimal,1//3,1,0.008591783687972608,0.464158883361278,15.37486,9.45581
Optimal,1//3,1,0.008591783687972608,1.0,15.92614,11.15075
Optimal,1//3,1,0.008591783687972608,2.154434690031884,16.19881,12.52302
Optimal,1//3,1,0.008591783687972608,4.641588833612779,16.32522,13.24993
Optimal,1//3,1,0.008591783687972608,9.999999999999998,16.38435,13.50904
Optimal,1//3,1,0.008591783687972608,21.544346900318835,16.38691,13.42755
Optimal,1//3,1,0.008591783687972608,46.415888336127786,16.36272,12.948
Optimal,1//3,1,0.008591783687972608,100.00000000000004,16.36664,11.76289
Optimal,2//1,1,0.008591783687972608,0.10000000000000002,4.72677,6.61512
Optimal,2//1,1,0.008591783687972608,0.21544346900318845,6.57587,9.09251
Optimal,2//1,1,0.008591783687972608,0.464158883361278,8.43446,11.67687
Optimal,2//1,1,0.008591783687972608,1.0,9.2148,12.96724
Optimal,2//1,1,0.008591783687972608,2.154434690031884,9.46758,13.67987
Optimal,2//1,1,0.008591783687972608,4.641588833612779,9.54278,14.10145
Optimal,2//1,1,0.008591783687972608,9.999999999999998,9.56249,14.32095
Optimal,2//1,1,0.008591783687972608,21.544346900318835,9.58095,14.35534
Optimal,2//1,1,0.008591783687972608,46.415888336127786,9.60683,14.148
Optimal,2//1,1,0.008591783687972608,100.00000000000004,9.58149,13.57286
Optimal,3//1,1,0.008591783687972608,0.10000000000000002,13.39827,9.05159
Optimal,3//1,1,0.008591783687972608,0.21544346900318845,17.3033,11.51146
Optimal,3//1,1,0.008591783687972608,0.464158883361278,18.72062,12.74262
Optimal,3//1,1,0.008591783687972608,1.0,19.2317,13.4924
Optimal,3//1,1,0.008591783687972608,2.154434690031884,19.4431,13.98639
Optimal,3//1,1,0.008591783687972608,4.641588833612779,19.51109,14.28858
Optimal,3//1,1,0.008591783687972608,9.999999999999998,19.55476,14.44783
Optimal,3//1,1,0.008591783687972608,21.544346900318835,19.53151,14.45269
Optimal,3//1,1,0.008591783687972608,46.415888336127786,19.51141,14.2613
Optimal,3//1,1,0.008591783687972608,100.00000000000004,19.52182,13.71055
Optimal,1//2,1,0.009363682250213508,0.10000000000000002,5.46062,5.45375
Optimal,1//2,1,0.009363682250213508,0.21544346900318845,6.27986,6.82029
Optimal,1//2,1,0.009363682250213508,0.464158883361278,7.18883,8.79631
Optimal,1//2,1,0.009363682250213508,1.0,7.82251,10.86343
Optimal,1//2,1,0.009363682250213508,2.154434690031884,8.1681,12.47849
Optimal,1//2,1,0.009363682250213508,4.641588833612779,8.285,13.26719
Optimal,1//2,1,0.009363682250213508,9.999999999999998,8.32074,13.58047
Optimal,1//2,1,0.009363682250213508,21.544346900318835,8.36495,13.51624
Optimal,1//2,1,0.009363682250213508,46.415888336127786,8.33891,13.03972
Optimal,1//2,1,0.009363682250213508,100.00000000000004,8.3454,11.79373
Optimal,1//3,1,0.009363682250213508,0.10000000000000002,12.88772,6.26183
Optimal,1//3,1,0.009363682250213508,0.21544346900318845,14.41386,7.79032
Optimal,1//3,1,0.009363682250213508,0.464158883361278,15.37332,9.45262
Optimal,1//3,1,0.009363682250213508,1.0,15.90094,11.16182
Optimal,1//3,1,0.009363682250213508,2.154434690031884,16.23443,12.52708
Optimal,1//3,1,0.009363682250213508,4.641588833612779,16.37262,13.23494
Optimal,1//3,1,0.009363682250213508,9.999999999999998,16.40411,13.50648
Optimal,1//3,1,0.009363682250213508,21.544346900318835,16.3975,13.38293
Optimal,1//3,1,0.009363682250213508,46.415888336127786,16.36609,12.88952
Optimal,1//3,1,0.009363682250213508,100.00000000000004,16.39958,11.57343
Optimal,2//1,1,0.009363682250213508,0.10000000000000002,4.74775,6.6334
Optimal,2//1,1,0.009363682250213508,0.21544346900318845,6.59117,9.11748
Optimal,2//1,1,0.009363682250213508,0.464158883361278,8.46993,11.65371
Optimal,2//1,1,0.009363682250213508,1.0,9.21285,12.97981
Optimal,2//1,1,0.009363682250213508,2.154434690031884,9.46248,13.67037
Optimal,2//1,1,0.009363682250213508,4.641588833612779,9.54507,14.08764
Optimal,2//1,1,0.009363682250213508,9.999999999999998,9.58816,14.3023
Optimal,2//1,1,0.009363682250213508,21.544346900318835,9.57479,14.33634
Optimal,2//1,1,0.009363682250213508,46.415888336127786,9.58713,14.10981
Optimal,2//1,1,0.009363682250213508,100.00000000000004,9.57154,13.44842
Optimal,3//1,1,0.009363682250213508,0.10000000000000002,13.36644,9.0615
Optimal,3//1,1,0.009363682250213508,0.21544346900318845,17.22211,11.49227
Optimal,3//1,1,0.009363682250213508,0.464158883361278,18.73132,12.75196
Optimal,3//1,1,0.009363682250213508,1.0,19.24397,13.49579
Optimal,3//1,1,0.009363682250213508,2.154434690031884,19.48723,13.94752
Optimal,3//1,1,0.009363682250213508,4.641588833612779,19.52567,14.2554
Optimal,3//1,1,0.009363682250213508,9.999999999999998,19.54168,14.43634
Optimal,3//1,1,0.009363682250213508,21.544346900318835,19.52938,14.43501
Optimal,3//1,1,0.009363682250213508,46.415888336127786,19.52547,14.20679
Optimal,3//1,1,0.009363682250213508,100.00000000000004,19.49517,13.63018
Optimal,1//2,1,0.010204929321684653,0.10000000000000002,5.47369,5.439
Optimal,1//2,1,0.010204929321684653,0.21544346900318845,6.31946,6.84877
Optimal,1//2,1,0.010204929321684653,0.464158883361278,7.1836,8.77223
Optimal,1//2,1,0.010204929321684653,1.0,7.80177,10.87224
Optimal,1//2,1,0.010204929321684653,2.154434690031884,8.15642,12.45694
Optimal,1//2,1,0.010204929321684653,4.641588833612779,8.29657,13.27301
Optimal,1//2,1,0.010204929321684653,9.999999999999998,8.33305,13.55675
Optimal,1//2,1,0.010204929321684653,21.544346900318835,8.37075,13.46828
Optimal,1//2,1,0.010204929321684653,46.415888336127786,8.36029,12.94058
Optimal,1//2,1,0.010204929321684653,100.00000000000004,8.3313,11.58909
Optimal,1//3,1,0.010204929321684653,0.10000000000000002,12.85173,6.23581
Optimal,1//3,1,0.010204929321684653,0.21544346900318845,14.44912,7.78673
Optimal,1//3,1,0.010204929321684653,0.464158883361278,15.3826,9.43234
Optimal,1//3,1,0.010204929321684653,1.0,15.87659,11.16468
Optimal,1//3,1,0.010204929321684653,2.154434690031884,16.21457,12.52337
Optimal,1//3,1,0.010204929321684653,4.641588833612779,16.30542,13.24323
Optimal,1//3,1,0.010204929321684653,9.999999999999998,16.31904,13.47167
Optimal,1//3,1,0.010204929321684653,21.544346900318835,16.33426,13.346
Optimal,1//3,1,0.010204929321684653,46.415888336127786,16.40705,12.75279
Optimal,1//3,1,0.010204929321684653,100.00000000000004,16.37147,11.34898
Optimal,2//1,1,0.010204929321684653,0.10000000000000002,4.74823,6.65062
Optimal,2//1,1,0.010204929321684653,0.21544346900318845,6.6151,9.13628
Optimal,2//1,1,0.010204929321684653,0.464158883361278,8.44308,11.67767
Optimal,2//1,1,0.010204929321684653,1.0,9.20551,12.95597
Optimal,2//1,1,0.010204929321684653,2.154434690031884,9.44992,13.67718
Optimal,2//1,1,0.010204929321684653,4.641588833612779,9.55535,14.0851
Optimal,2//1,1,0.010204929321684653,9.999999999999998,9.56222,14.29837
Optimal,2//1,1,0.010204929321684653,21.544346900318835,9.59256,14.30543
Optimal,2//1,1,0.010204929321684653,46.415888336127786,9.58085,14.05791
Optimal,2//1,1,0.010204929321684653,100.00000000000004,9.58446,13.32266
Optimal,3//1,1,0.010204929321684653,0.10000000000000002,13.33982,9.0152
Optimal,3//1,1,0.010204929321684653,0.21544346900318845,17.25187,11.46905
Optimal,3//1,1,0.010204929321684653,0.464158883361278,18.74364,12.73249
Optimal,3//1,1,0.010204929321684653,1.0,19.24893,13.50216
Optimal,3//1,1,0.010204929321684653,2.154434690031884,19.41533,13.96877
Optimal,3//1,1,0.010204929321684653,4.641588833612779,19.48519,14.27645
Optimal,3//1,1,0.010204929321684653,9.999999999999998,19.50791,14.42096
Optimal,3//1,1,0.010204929321684653,21.544346900318835,19.49728,14.4343
Optimal,3//1,1,0.010204929321684653,46.415888336127786,19.51948,14.17185
Optimal,3//1,1,0.010204929321684653,100.00000000000004,19.52066,13.52764
Optimal,1//2,1,0.011121755275090043,0.10000000000000002,5.46406,5.43176
Optimal,1//2,1,0.011121755275090043,0.21544346900318845,6.296,6.82693
Optimal,1//2,1,0.011121755275090043,0.464158883361278,7.20247,8.77387
Optimal,1//2,1,0.011121755275090043,1.0,7.80611,10.8494
Optimal,1//2,1,0.011121755275090043,2.154434690031884,8.15727,12.45693
Optimal,1//2,1,0.011121755275090043,4.641588833612779,8.29892,13.25385
Optimal,1//2,1,0.011121755275090043,9.999999999999998,8.35007,13.52919
Optimal,1//2,1,0.011121755275090043,21.544346900318835,8.36022,13.40722
Optimal,1//2,1,0.011121755275090043,46.415888336127786,8.37689,12.81818
Optimal,1//2,1,0.011121755275090043,100.00000000000004,8.34053,11.36411
Optimal,1//3,1,0.011121755275090043,0.10000000000000002,12.87411,6.27427
Optimal,1//3,1,0.011121755275090043,0.21544346900318845,14.39582,7.75633
Optimal,1//3,1,0.011121755275090043,0.464158883361278,15.37721,9.44414
Optimal,1//3,1,0.011121755275090043,1.0,15.93242,11.15174
Optimal,1//3,1,0.011121755275090043,2.154434690031884,16.17981,12.51716
Optimal,1//3,1,0.011121755275090043,4.641588833612779,16.376,13.22187
Optimal,1//3,1,0.011121755275090043,9.999999999999998,16.39151,13.43006
Optimal,1//3,1,0.011121755275090043,21.544346900318835,16.33792,13.30293
Optimal,1//3,1,0.011121755275090043,46.415888336127786,16.3735,12.64062
Optimal,1//3,1,0.011121755275090043,100.00000000000004,16.4322,11.09747
Optimal,2//1,1,0.011121755275090043,0.10000000000000002,4.72864,6.63007
Optimal,2//1,1,0.011121755275090043,0.21544346900318845,6.5884,9.11327
Optimal,2//1,1,0.011121755275090043,0.464158883361278,8.41795,11.65893
Optimal,2//1,1,0.011121755275090043,1.0,9.21301,12.96042
Optimal,2//1,1,0.011121755275090043,2.154434690031884,9.45761,13.66386
Optimal,2//1,1,0.011121755275090043,4.641588833612779,9.54547,14.07973
Optimal,2//1,1,0.011121755275090043,9.999999999999998,9.57129,14.28209
Optimal,2//1,1,0.011121755275090043,21.544346900318835,9.56231,14.29043
Optimal,2//1,1,0.011121755275090043,46.415888336127786,9.59263,13.98502
Optimal,2//1,1,0.011121755275090043,100.00000000000004,9.58326,13.20443
Optimal,3//1,1,0.011121755275090043,0.10000000000000002,13.34866,9.0392
Optimal,3//1,1,0.011121755275090043,0.21544346900318845,17.22771,11.4774
Optimal,3//1,1,0.011121755275090043,0.464158883361278,18.73452,12.72181
Optimal,3//1,1,0.011121755275090043,1.0,19.21097,13.5125
Optimal,3//1,1,0.011121755275090043,2.154434690031884,19.43544,13.97947
Optimal,3//1,1,0.011121755275090043,4.641588833612779,19.48207,14.27578
Optimal,3//1,1,0.011121755275090043,9.999999999999998,19.53226,14.39676
Optimal,3//1,1,0.011121755275090043,21.544346900318835,19.50883,14.38858
Optimal,3//1,1,0.011121755275090043,46.415888336127786,19.52385,14.11786
Optimal,3//1,1,0.011121755275090043,100.00000000000004,19.51725,13.40662
Optimal,1//2,1,0.012120950229038295,0.10000000000000002,5.43828,5.42487
Optimal,1//2,1,0.012120950229038295,0.21544346900318845,6.2705,6.82014
Optimal,1//2,1,0.012120950229038295,0.464158883361278,7.16672,8.78905
Optimal,1//2,1,0.012120950229038295,1.0,7.81193,10.84984
Optimal,1//2,1,0.012120950229038295,2.154434690031884,8.13823,12.4419
Optimal,1//2,1,0.012120950229038295,4.641588833612779,8.27969,13.25463
Optimal,1//2,1,0.012120950229038295,9.999999999999998,8.33654,13.51606
Optimal,1//2,1,0.012120950229038295,21.544346900318835,8.35817,13.37844
Optimal,1//2,1,0.012120950229038295,46.415888336127786,8.35267,12.70403
Optimal,1//2,1,0.012120950229038295,100.00000000000004,8.34628,11.13166
Optimal,1//3,1,0.012120950229038295,0.10000000000000002,12.82312,6.25043
Optimal,1//3,1,0.012120950229038295,0.21544346900318845,14.45624,7.75125
Optimal,1//3,1,0.012120950229038295,0.464158883361278,15.35677,9.4406
Optimal,1//3,1,0.012120950229038295,1.0,15.88907,11.16604
Optimal,1//3,1,0.012120950229038295,2.154434690031884,16.21759,12.48598
Optimal,1//3,1,0.012120950229038295,4.641588833612779,16.35328,13.19779
Optimal,1//3,1,0.012120950229038295,9.999999999999998,16.39251,13.42576
Optimal,1//3,1,0.012120950229038295,21.544346900318835,16.4154,13.25327
Optimal,1//3,1,0.012120950229038295,46.415888336127786,16.40267,12.54004
Optimal,1//3,1,0.012120950229038295,100.00000000000004,16.37195,10.86158
Optimal,2//1,1,0.012120950229038295,0.10000000000000002,4.73563,6.60795
Optimal,2//1,1,0.012120950229038295,0.21544346900318845,6.5815,9.09084
Optimal,2//1,1,0.012120950229038295,0.464158883361278,8.45148,11.68338
Optimal,2//1,1,0.012120950229038295,1.0,9.20796,12.95051
Optimal,2//1,1,0.012120950229038295,2.154434690031884,9.4488,13.64795
Optimal,2//1,1,0.012120950229038295,4.641588833612779,9.54555,14.06685
Optimal,2//1,1,0.012120950229038295,9.999999999999998,9.57384,14.28533
Optimal,2//1,1,0.012120950229038295,21.544346900318835,9.57116,14.26795
Optimal,2//1,1,0.012120950229038295,46.415888336127786,9.58208,13.92797
Optimal,2//1,1,0.012120950229038295,100.00000000000004,9.58875,13.07024
Optimal,3//1,1,0.012120950229038295,0.10000000000000002,13.33363,9.04458
Optimal,3//1,1,0.012120950229038295,0.21544346900318845,17.21859,11.47997
Optimal,3//1,1,0.012120950229038295,0.464158883361278,18.75233,12.73879
Optimal,3//1,1,0.012120950229038295,1.0,19.21331,13.48527
Optimal,3//1,1,0.012120950229038295,2.154434690031884,19.44463,13.97767
Optimal,3//1,1,0.012120950229038295,4.641588833612779,19.4913,14.26214
Optimal,3//1,1,0.012120950229038295,9.999999999999998,19.53619,14.39618
Optimal,3//1,1,0.012120950229038295,21.544346900318835,19.54678,14.35795
Optimal,3//1,1,0.012120950229038295,46.415888336127786,19.51709,14.08131
Optimal,3//1,1,0.012120950229038295,100.00000000000004,19.50911,13.26797
Optimal,1//2,1,0.0132099143364431,0.10000000000000002,5.44608,5.45108
Optimal,1//2,1,0.0132099143364431,0.21544346900318845,6.28906,6.8173
Optimal,1//2,1,0.0132099143364431,0.464158883361278,7.18152,8.77756
Optimal,1//2,1,0.0132099143364431,1.0,7.82422,10.82793
Optimal,1//2,1,0.0132099143364431,2.154434690031884,8.1673,12.43206
Optimal,1//2,1,0.0132099143364431,4.641588833612779,8.28876,13.23036
Optimal,1//2,1,0.0132099143364431,9.999999999999998,8.35497,13.4988
Optimal,1//2,1,0.0132099143364431,21.544346900318835,8.34481,13.31877
Optimal,1//2,1,0.0132099143364431,46.415888336127786,8.35299,12.57566
Optimal,1//2,1,0.0132099143364431,100.00000000000004,8.33977,10.86717
Optimal,1//3,1,0.0132099143364431,0.10000000000000002,12.88963,6.25257
Optimal,1//3,1,0.0132099143364431,0.21544346900318845,14.44261,7.78928
Optimal,1//3,1,0.0132099143364431,0.464158883361278,15.42098,9.41157
Optimal,1//3,1,0.0132099143364431,1.0,15.92247,11.1286
Optimal,1//3,1,0.0132099143364431,2.154434690031884,16.24516,12.49423
